"","V1"
"inaug_AndrewJackson *_1_15",12
"inaug_AndrewJackson *_1_16",9
"inaug_AndrewJackson *_1_17",12
"inaug_AndrewJackson *_1_18",7
"inaug_AndrewJackson *_1_19",15
"inaug_AndrewJackson *_1_20",15
"inaug_AndrewJackson *_1_21",9
"inaug_AndrewJackson *_1_22",7
"inaug_AndrewJackson *_1_23",7
"inaug_AndrewJackson *_1_24",9
"inaug_AndrewJackson *_1_25",9
"inaug_AndrewJackson *_1_26",9
"inaug_AndrewJackson *_1_27",9
"inaug_AndrewJackson *_2_2",9
"inaug_AndrewJackson *_2_3",9
"inaug_AndrewJackson *_2_4",9
"inaug_AndrewJackson *_2_5",9
"inaug_AndrewJackson *_2_6",9
"inaug_AndrewJackson *_2_7",7
"inaug_AndrewJackson *_2_8",7
"inaug_AndrewJackson *_2_9",7
"inaug_AndrewJackson *_2_10",7
"inaug_AndrewJackson *_2_11",7
"inaug_AndrewJackson *_2_12",7
"inaug_AndrewJackson *_2_13",7
"inaug_AndrewJackson *_2_14",7
"inaug_AndrewJackson *_2_15",7
"inaug_AndrewJackson *_2_16",7
"inaug_AndrewJackson *_2_17",7
"inaug_AndrewJackson *_2_18",1
"inaug_AndrewJackson *_2_19",12
"inaug_AndrewJackson *_2_20",12
"inaug_AndrewJackson *_2_21",12
"inaug_AndrewJackson *_2_22",12
"inaug_AndrewJackson *_2_23",7
"inaug_AndrewJackson *_2_24",9
"inaug_AndrewJackson *_2_25",7
"inaug_AndrewJackson *_2_26",7
"inaug_AndrewJackson *_2_27",7
"inaug_AndrewJackson *_2_28",3
"inaug_AndrewJackson *_2_29",3
"inaug_AndrewJackson *_2_30",2
"inaug_AndrewJackson *_2_31",9
"inaug_AndrewJackson *_2_32",9
"inaug_AndrewJackson *_2_33",7
"inaug_AndrewJackson *_2_34",7
"inaug_AndrewJackson *_2_35",9
"inaug_AndrewJackson *_2_36",9
"inaug_MartinvanBuren_1_2",9
"inaug_MartinvanBuren_1_3",9
"inaug_MartinvanBuren_1_4",9
"inaug_MartinvanBuren_1_5",9
"inaug_MartinvanBuren_1_6",9
"inaug_MartinvanBuren_1_7",9
"inaug_MartinvanBuren_1_8",9
"inaug_MartinvanBuren_1_9",9
"inaug_MartinvanBuren_1_10",9
"inaug_MartinvanBuren_1_11",9
"inaug_MartinvanBuren_1_12",9
"inaug_MartinvanBuren_1_13",7
"inaug_MartinvanBuren_1_14",9
"inaug_MartinvanBuren_1_15",7
"inaug_MartinvanBuren_1_16",7
"inaug_MartinvanBuren_1_17",7
"inaug_MartinvanBuren_1_18",9
"inaug_MartinvanBuren_1_19",7
"inaug_MartinvanBuren_1_20",7
"inaug_MartinvanBuren_1_21",7
"inaug_MartinvanBuren_1_22",7
"inaug_MartinvanBuren_1_23",7
"inaug_MartinvanBuren_1_24",7
"inaug_MartinvanBuren_1_25",7
"inaug_MartinvanBuren_1_26",7
"inaug_MartinvanBuren_1_27",7
"inaug_MartinvanBuren_1_28",14
"inaug_MartinvanBuren_1_29",14
"inaug_MartinvanBuren_1_30",8
"inaug_MartinvanBuren_1_31",8
"inaug_MartinvanBuren_1_32",8
"inaug_MartinvanBuren_1_33",1
"inaug_MartinvanBuren_1_34",9
"inaug_MartinvanBuren_1_35",9
"inaug_MartinvanBuren_1_36",9
"inaug_MartinvanBuren_1_37",9
"inaug_MartinvanBuren_1_38",9
"inaug_MartinvanBuren_1_39",9
"inaug_MartinvanBuren_1_40",9
"inaug_MartinvanBuren_1_41",7
"inaug_MartinvanBuren_1_42",13
"inaug_MartinvanBuren_1_43",9
"inaug_MartinvanBuren_1_44",1
"inaug_MartinvanBuren_1_45",1
"inaug_MartinvanBuren_1_46",9
"inaug_MartinvanBuren_1_47",9
"inaug_MartinvanBuren_1_48",9
"inaug_MartinvanBuren_1_49",9
"inaug_MartinvanBuren_1_50",11
"inaug_MartinvanBuren_1_51",8
"inaug_MartinvanBuren_1_52",9
"inaug_MartinvanBuren_1_53",10
"inaug_MartinvanBuren_1_54",9
"inaug_MartinvanBuren_1_55",9
"inaug_MartinvanBuren_1_56",9
"inaug_MartinvanBuren_1_57",8
"inaug_MartinvanBuren_1_58",9
"inaug_MartinvanBuren_1_59",9
"inaug_MartinvanBuren_1_60",9
"inaug_MartinvanBuren_1_61",7
"inaug_MartinvanBuren_1_62",7
"inaug_MartinvanBuren_1_63",9
"inaug_MartinvanBuren_1_64",7
"inaug_MartinvanBuren_1_65",7
"inaug_MartinvanBuren_1_66",7
"inaug_MartinvanBuren_1_67",7
"inaug_MartinvanBuren_1_68",7
"inaug_MartinvanBuren_1_69",7
"inaug_MartinvanBuren_1_70",7
"inaug_MartinvanBuren_1_71",7
"inaug_MartinvanBuren_1_72",6
"inaug_MartinvanBuren_1_73",1
"inaug_MartinvanBuren_1_74",9
"inaug_MartinvanBuren_1_75",7
"inaug_MartinvanBuren_1_76",7
"inaug_MartinvanBuren_1_77",7
"inaug_MartinvanBuren_1_78",9
"inaug_MartinvanBuren_1_79",7
"inaug_MartinvanBuren_1_80",7
"inaug_MartinvanBuren_1_81",7
"inaug_MartinvanBuren_1_82",9
"inaug_MartinvanBuren_1_83",9
"inaug_MartinvanBuren_1_84",9
"inaug_MartinvanBuren_1_85",9
"inaug_MartinvanBuren_1_86",9
"inaug_MartinvanBuren_1_87",9
"inaug_MartinvanBuren_1_88",9
"inaug_MartinvanBuren_1_89",9
"inaug_MartinvanBuren_1_90",9
"inaug_MartinvanBuren_1_91",9
"inaug_MartinvanBuren_1_92",10
"inaug_MartinvanBuren_1_93",10
"inaug_MartinvanBuren_1_94",9
"inaug_MartinvanBuren_1_95",9
"inaug_MartinvanBuren_1_96",9
"inaug_MartinvanBuren_1_97",7
"inaug_MartinvanBuren_1_98",7
"inaug_MartinvanBuren_1_99",7
"inaug_MartinvanBuren_1_100",7
"inaug_MartinvanBuren_1_101",7
"inaug_MartinvanBuren_1_102",7
"inaug_MartinvanBuren_1_103",9
"inaug_MartinvanBuren_1_104",9
"inaug_MartinvanBuren_1_105",9
"inaug_MartinvanBuren_1_106",9
"inaug_MartinvanBuren_1_107",7
"inaug_MartinvanBuren_1_108",7
"inaug_MartinvanBuren_1_109",7
"inaug_MartinvanBuren_1_110",7
"inaug_MartinvanBuren_1_111",9
"inaug_MartinvanBuren_1_112",7
"inaug_MartinvanBuren_1_113",7
"inaug_MartinvanBuren_1_114",7
"inaug_MartinvanBuren_1_115",9
"inaug_MartinvanBuren_1_116",9
"inaug_MartinvanBuren_1_117",9
"inaug_MartinvanBuren_1_118",9
"inaug_MartinvanBuren_1_119",9
"inaug_MartinvanBuren_1_120",9
"inaug_MartinvanBuren_1_121",9
"inaug_MartinvanBuren_1_122",9
"inaug_MartinvanBuren_1_123",9
"inaug_MartinvanBuren_1_124",9
"inaug_MartinvanBuren_1_125",9
"inaug_MartinvanBuren_1_126",9
"inaug_MartinvanBuren_1_127",9
"inaug_MartinvanBuren_1_128",9
"inaug_MartinvanBuren_1_129",9
"inaug_MartinvanBuren_1_130",9
"inaug_MartinvanBuren_1_131",9
"inaug_MartinvanBuren_1_132",9
"inaug_WilliamHenryHarrison *_1_2",9
"inaug_WilliamHenryHarrison *_1_3",9
"inaug_WilliamHenryHarrison *_1_4",9
"inaug_WilliamHenryHarrison *_1_5",9
"inaug_WilliamHenryHarrison *_1_6",9
"inaug_WilliamHenryHarrison *_1_7",9
"inaug_WilliamHenryHarrison *_1_8",9
"inaug_WilliamHenryHarrison *_1_9",9
"inaug_WilliamHenryHarrison *_1_10",9
"inaug_WilliamHenryHarrison *_1_11",11
"inaug_WilliamHenryHarrison *_1_12",7
"inaug_WilliamHenryHarrison *_1_13",7
"inaug_WilliamHenryHarrison *_1_14",7
"inaug_WilliamHenryHarrison *_1_15",7
"inaug_WilliamHenryHarrison *_1_16",7
"inaug_WilliamHenryHarrison *_1_17",7
"inaug_WilliamHenryHarrison *_1_18",7
"inaug_WilliamHenryHarrison *_1_19",7
"inaug_WilliamHenryHarrison *_1_20",8
"inaug_WilliamHenryHarrison *_1_21",8
"inaug_WilliamHenryHarrison *_1_22",7
"inaug_WilliamHenryHarrison *_1_23",7
"inaug_WilliamHenryHarrison *_1_24",7
"inaug_WilliamHenryHarrison *_1_25",7
"inaug_WilliamHenryHarrison *_1_26",7
"inaug_WilliamHenryHarrison *_1_27",7
"inaug_WilliamHenryHarrison *_1_28",7
"inaug_WilliamHenryHarrison *_1_29",7
"inaug_WilliamHenryHarrison *_1_30",10
"inaug_WilliamHenryHarrison *_1_31",10
"inaug_WilliamHenryHarrison *_1_32",9
"inaug_WilliamHenryHarrison *_1_33",7
"inaug_WilliamHenryHarrison *_1_34",7
"inaug_WilliamHenryHarrison *_1_35",7
"inaug_WilliamHenryHarrison *_1_36",7
"inaug_WilliamHenryHarrison *_1_37",7
"inaug_WilliamHenryHarrison *_1_38",7
"inaug_WilliamHenryHarrison *_1_39",7
"inaug_WilliamHenryHarrison *_1_40",10
"inaug_WilliamHenryHarrison *_1_41",10
"inaug_WilliamHenryHarrison *_1_42",9
"inaug_WilliamHenryHarrison *_1_43",9
"inaug_WilliamHenryHarrison *_1_44",9
"inaug_WilliamHenryHarrison *_1_45",7
"inaug_WilliamHenryHarrison *_1_46",7
"inaug_WilliamHenryHarrison *_1_47",7
"inaug_WilliamHenryHarrison *_1_48",9
"inaug_WilliamHenryHarrison *_1_49",9
"inaug_WilliamHenryHarrison *_1_50",9
"inaug_WilliamHenryHarrison *_1_51",9
"inaug_WilliamHenryHarrison *_1_52",7
"inaug_WilliamHenryHarrison *_1_53",7
"inaug_WilliamHenryHarrison *_1_54",9
"inaug_WilliamHenryHarrison *_1_55",7
"inaug_WilliamHenryHarrison *_1_56",7
"inaug_WilliamHenryHarrison *_1_57",7
"inaug_WilliamHenryHarrison *_1_58",7
"inaug_WilliamHenryHarrison *_1_59",7
"inaug_WilliamHenryHarrison *_1_60",7
"inaug_WilliamHenryHarrison *_1_61",10
"inaug_WilliamHenryHarrison *_1_62",10
"inaug_WilliamHenryHarrison *_1_63",10
"inaug_WilliamHenryHarrison *_1_64",10
"inaug_WilliamHenryHarrison *_1_65",10
"inaug_WilliamHenryHarrison *_1_66",10
"inaug_WilliamHenryHarrison *_1_67",9
"inaug_WilliamHenryHarrison *_1_68",9
"inaug_WilliamHenryHarrison *_1_69",9
"inaug_WilliamHenryHarrison *_1_70",9
"inaug_WilliamHenryHarrison *_1_71",9
"inaug_WilliamHenryHarrison *_1_72",9
"inaug_WilliamHenryHarrison *_1_73",9
"inaug_WilliamHenryHarrison *_1_74",10
"inaug_WilliamHenryHarrison *_1_75",10
"inaug_WilliamHenryHarrison *_1_76",10
"inaug_WilliamHenryHarrison *_1_77",10
"inaug_WilliamHenryHarrison *_1_78",10
"inaug_WilliamHenryHarrison *_1_79",7
"inaug_WilliamHenryHarrison *_1_80",7
"inaug_WilliamHenryHarrison *_1_81",7
"inaug_WilliamHenryHarrison *_1_82",7
"inaug_WilliamHenryHarrison *_1_83",7
"inaug_WilliamHenryHarrison *_1_84",10
"inaug_WilliamHenryHarrison *_1_85",10
"inaug_WilliamHenryHarrison *_1_86",7
"inaug_WilliamHenryHarrison *_1_87",10
"inaug_WilliamHenryHarrison *_1_88",10
"inaug_WilliamHenryHarrison *_1_89",7
"inaug_WilliamHenryHarrison *_1_90",7
"inaug_WilliamHenryHarrison *_1_91",7
"inaug_WilliamHenryHarrison *_1_92",7
"inaug_WilliamHenryHarrison *_1_93",7
"inaug_WilliamHenryHarrison *_1_94",7
"inaug_WilliamHenryHarrison *_1_95",7
"inaug_WilliamHenryHarrison *_1_96",7
"inaug_WilliamHenryHarrison *_1_97",7
"inaug_WilliamHenryHarrison *_1_98",7
"inaug_WilliamHenryHarrison *_1_99",7
"inaug_WilliamHenryHarrison *_1_100",7
"inaug_WilliamHenryHarrison *_1_101",7
"inaug_WilliamHenryHarrison *_1_102",9
"inaug_WilliamHenryHarrison *_1_103",7
"inaug_WilliamHenryHarrison *_1_104",10
"inaug_WilliamHenryHarrison *_1_105",7
"inaug_WilliamHenryHarrison *_1_106",7
"inaug_WilliamHenryHarrison *_1_107",7
"inaug_WilliamHenryHarrison *_1_108",9
"inaug_WilliamHenryHarrison *_1_109",9
"inaug_WilliamHenryHarrison *_1_110",9
"inaug_WilliamHenryHarrison *_1_111",9
"inaug_WilliamHenryHarrison *_1_112",10
"inaug_WilliamHenryHarrison *_1_113",10
"inaug_WilliamHenryHarrison *_1_114",10
"inaug_WilliamHenryHarrison *_1_115",10
"inaug_WilliamHenryHarrison *_1_116",10
"inaug_WilliamHenryHarrison *_1_117",7
"inaug_WilliamHenryHarrison *_1_118",10
"inaug_WilliamHenryHarrison *_1_119",10
"inaug_WilliamHenryHarrison *_1_120",13
"inaug_WilliamHenryHarrison *_1_121",13
"inaug_WilliamHenryHarrison *_1_122",7
"inaug_WilliamHenryHarrison *_1_123",10
"inaug_WilliamHenryHarrison *_1_124",10
"inaug_WilliamHenryHarrison *_1_125",10
"inaug_WilliamHenryHarrison *_1_126",10
"inaug_WilliamHenryHarrison *_1_127",10
"inaug_WilliamHenryHarrison *_1_128",10
"inaug_WilliamHenryHarrison *_1_129",10
"inaug_WilliamHenryHarrison *_1_130",7
"inaug_WilliamHenryHarrison *_1_131",10
"inaug_WilliamHenryHarrison *_1_132",10
"inaug_WilliamHenryHarrison *_1_133",10
"inaug_WilliamHenryHarrison *_1_134",9
"inaug_WilliamHenryHarrison *_1_135",7
"inaug_WilliamHenryHarrison *_1_136",7
"inaug_WilliamHenryHarrison *_1_137",7
"inaug_WilliamHenryHarrison *_1_138",1
"inaug_WilliamHenryHarrison *_1_139",1
"inaug_WilliamHenryHarrison *_1_140",7
"inaug_WilliamHenryHarrison *_1_141",7
"inaug_WilliamHenryHarrison *_1_142",9
"inaug_WilliamHenryHarrison *_1_143",7
"inaug_WilliamHenryHarrison *_1_144",9
"inaug_WilliamHenryHarrison *_1_145",8
"inaug_WilliamHenryHarrison *_1_146",10
"inaug_WilliamHenryHarrison *_1_147",8
"inaug_WilliamHenryHarrison *_1_148",10
"inaug_WilliamHenryHarrison *_1_149",7
"inaug_WilliamHenryHarrison *_1_150",7
"inaug_WilliamHenryHarrison *_1_151",7
"inaug_WilliamHenryHarrison *_1_152",7
"inaug_WilliamHenryHarrison *_1_153",7
"inaug_WilliamHenryHarrison *_1_154",10
"inaug_WilliamHenryHarrison *_1_155",7
"inaug_WilliamHenryHarrison *_1_156",7
"inaug_WilliamHenryHarrison *_1_157",7
"inaug_WilliamHenryHarrison *_1_158",11
"inaug_WilliamHenryHarrison *_1_159",7
"inaug_WilliamHenryHarrison *_1_160",7
"inaug_WilliamHenryHarrison *_1_161",7
"inaug_WilliamHenryHarrison *_1_162",1
"inaug_WilliamHenryHarrison *_1_163",7
"inaug_WilliamHenryHarrison *_1_164",7
"inaug_WilliamHenryHarrison *_1_165",7
"inaug_WilliamHenryHarrison *_1_166",7
"inaug_WilliamHenryHarrison *_1_167",7
"inaug_WilliamHenryHarrison *_1_168",7
"inaug_WilliamHenryHarrison *_1_169",7
"inaug_WilliamHenryHarrison *_1_170",7
"inaug_WilliamHenryHarrison *_1_171",7
"inaug_WilliamHenryHarrison *_1_172",7
"inaug_WilliamHenryHarrison *_1_173",7
"inaug_WilliamHenryHarrison *_1_174",7
"inaug_WilliamHenryHarrison *_1_175",7
"inaug_WilliamHenryHarrison *_1_176",7
"inaug_WilliamHenryHarrison *_1_177",7
"inaug_WilliamHenryHarrison *_1_178",7
"inaug_WilliamHenryHarrison *_1_179",7
"inaug_WilliamHenryHarrison *_1_180",7
"inaug_WilliamHenryHarrison *_1_181",7
"inaug_WilliamHenryHarrison *_1_182",1
"inaug_WilliamHenryHarrison *_1_183",7
"inaug_WilliamHenryHarrison *_1_184",7
"inaug_WilliamHenryHarrison *_1_185",7
"inaug_WilliamHenryHarrison *_1_186",9
"inaug_WilliamHenryHarrison *_1_187",13
"inaug_WilliamHenryHarrison *_1_188",7
"inaug_WilliamHenryHarrison *_1_189",7
"inaug_WilliamHenryHarrison *_1_190",9
"inaug_WilliamHenryHarrison *_1_191",7
"inaug_WilliamHenryHarrison *_1_192",7
"inaug_WilliamHenryHarrison *_1_193",7
"inaug_WilliamHenryHarrison *_1_194",7
"inaug_WilliamHenryHarrison *_1_195",9
"inaug_WilliamHenryHarrison *_1_196",7
"inaug_WilliamHenryHarrison *_1_197",7
"inaug_WilliamHenryHarrison *_1_198",7
"inaug_WilliamHenryHarrison *_1_199",9
"inaug_WilliamHenryHarrison *_1_200",13
"inaug_WilliamHenryHarrison *_1_201",9
"inaug_WilliamHenryHarrison *_1_202",9
"inaug_WilliamHenryHarrison *_1_203",9
"inaug_WilliamHenryHarrison *_1_204",9
"inaug_WilliamHenryHarrison *_1_205",7
"inaug_WilliamHenryHarrison *_1_206",9
"inaug_WilliamHenryHarrison *_1_207",9
"inaug_WilliamHenryHarrison *_1_208",9
"inaug_WilliamHenryHarrison *_1_209",9
"inaug_WilliamHenryHarrison *_1_210",9
"inaug_WilliamHenryHarrison *_1_211",7
"inaug_WilliamHenryHarrison *_1_212",9
"inaug_WilliamHenryHarrison *_1_213",9
"inaug_WilliamHenryHarrison *_1_214",7
"inaug_WilliamHenryHarrison *_1_215",7
"inaug_WilliamHenryHarrison *_1_216",13
"inaug_WilliamHenryHarrison *_1_217",13
"inaug_WilliamHenryHarrison *_1_218",13
"inaug_WilliamHenryHarrison *_1_219",7
"inaug_WilliamHenryHarrison *_1_220",7
"inaug_WilliamHenryHarrison *_1_221",9
"inaug_WilliamHenryHarrison *_1_222",9
"inaug_WilliamHenryHarrison *_1_223",9
"inaug_WilliamHenryHarrison *_1_224",10
"inaug_WilliamHenryHarrison *_1_225",10
"inaug_WilliamHenryHarrison *_1_226",7
"inaug_WilliamHenryHarrison *_1_227",7
"inaug_WilliamHenryHarrison *_1_228",7
"inaug_WilliamHenryHarrison *_1_229",9
"inaug_WilliamHenryHarrison *_1_230",9
"inaug_WilliamHenryHarrison *_1_231",9
"inaug_WilliamHenryHarrison *_1_232",9
"inaug_WilliamHenryHarrison *_1_233",9
"inaug_WilliamHenryHarrison *_1_234",9
"inaug_JamesKPolk *_1_2",9
"inaug_JamesKPolk *_1_3",9
"inaug_JamesKPolk *_1_4",9
"inaug_JamesKPolk *_1_5",9
"inaug_JamesKPolk *_1_6",9
"inaug_JamesKPolk *_1_7",9
"inaug_JamesKPolk *_1_8",9
"inaug_JamesKPolk *_1_9",7
"inaug_JamesKPolk *_1_10",7
"inaug_JamesKPolk *_1_11",7
"inaug_JamesKPolk *_1_12",7
"inaug_JamesKPolk *_1_13",7
"inaug_JamesKPolk *_1_14",7
"inaug_JamesKPolk *_1_15",7
"inaug_JamesKPolk *_1_16",7
"inaug_JamesKPolk *_1_17",7
"inaug_JamesKPolk *_1_18",7
"inaug_JamesKPolk *_1_19",7
"inaug_JamesKPolk *_1_20",7
"inaug_JamesKPolk *_1_21",10
"inaug_JamesKPolk *_1_22",8
"inaug_JamesKPolk *_1_23",8
"inaug_JamesKPolk *_1_24",8
"inaug_JamesKPolk *_1_25",8
"inaug_JamesKPolk *_1_26",7
"inaug_JamesKPolk *_1_27",7
"inaug_JamesKPolk *_1_28",7
"inaug_JamesKPolk *_1_29",7
"inaug_JamesKPolk *_1_30",7
"inaug_JamesKPolk *_1_31",7
"inaug_JamesKPolk *_1_32",7
"inaug_JamesKPolk *_1_33",8
"inaug_JamesKPolk *_1_34",10
"inaug_JamesKPolk *_1_35",10
"inaug_JamesKPolk *_1_36",10
"inaug_JamesKPolk *_1_37",10
"inaug_JamesKPolk *_1_38",7
"inaug_JamesKPolk *_1_39",7
"inaug_JamesKPolk *_1_40",7
"inaug_JamesKPolk *_1_41",7
"inaug_JamesKPolk *_1_42",7
"inaug_JamesKPolk *_1_43",7
"inaug_JamesKPolk *_1_44",7
"inaug_JamesKPolk *_1_45",12
"inaug_JamesKPolk *_1_46",1
"inaug_JamesKPolk *_1_47",8
"inaug_JamesKPolk *_1_48",8
"inaug_JamesKPolk *_1_49",8
"inaug_JamesKPolk *_1_50",8
"inaug_JamesKPolk *_1_51",7
"inaug_JamesKPolk *_1_52",7
"inaug_JamesKPolk *_1_53",7
"inaug_JamesKPolk *_1_54",7
"inaug_JamesKPolk *_1_55",13
"inaug_JamesKPolk *_1_56",13
"inaug_JamesKPolk *_1_57",8
"inaug_JamesKPolk *_1_58",13
"inaug_JamesKPolk *_1_59",7
"inaug_JamesKPolk *_1_60",9
"inaug_JamesKPolk *_1_61",7
"inaug_JamesKPolk *_1_62",7
"inaug_JamesKPolk *_1_63",7
"inaug_JamesKPolk *_1_64",7
"inaug_JamesKPolk *_1_65",7
"inaug_JamesKPolk *_1_66",7
"inaug_JamesKPolk *_1_67",7
"inaug_JamesKPolk *_1_68",7
"inaug_JamesKPolk *_1_69",7
"inaug_JamesKPolk *_1_70",9
"inaug_JamesKPolk *_1_71",7
"inaug_JamesKPolk *_1_72",7
"inaug_JamesKPolk *_1_73",7
"inaug_JamesKPolk *_1_74",7
"inaug_JamesKPolk *_1_75",9
"inaug_JamesKPolk *_1_76",9
"inaug_JamesKPolk *_1_77",9
"inaug_JamesKPolk *_1_78",1
"inaug_JamesKPolk *_1_79",7
"inaug_JamesKPolk *_1_80",1
"inaug_JamesKPolk *_1_81",1
"inaug_JamesKPolk *_1_82",1
"inaug_JamesKPolk *_1_83",1
"inaug_JamesKPolk *_1_84",7
"inaug_JamesKPolk *_1_85",7
"inaug_JamesKPolk *_1_86",7
"inaug_JamesKPolk *_1_87",9
"inaug_JamesKPolk *_1_88",9
"inaug_JamesKPolk *_1_89",10
"inaug_JamesKPolk *_1_90",7
"inaug_JamesKPolk *_1_91",7
"inaug_JamesKPolk *_1_92",1
"inaug_JamesKPolk *_1_93",1
"inaug_JamesKPolk *_1_94",1
"inaug_JamesKPolk *_1_95",1
"inaug_JamesKPolk *_1_96",1
"inaug_JamesKPolk *_1_97",1
"inaug_JamesKPolk *_1_98",10
"inaug_JamesKPolk *_1_99",7
"inaug_JamesKPolk *_1_100",7
"inaug_JamesKPolk *_1_101",7
"inaug_JamesKPolk *_1_102",1
"inaug_JamesKPolk *_1_103",1
"inaug_JamesKPolk *_1_104",1
"inaug_JamesKPolk *_1_105",1
"inaug_JamesKPolk *_1_106",1
"inaug_JamesKPolk *_1_107",1
"inaug_JamesKPolk *_1_108",1
"inaug_JamesKPolk *_1_109",1
"inaug_JamesKPolk *_1_110",7
"inaug_JamesKPolk *_1_111",1
"inaug_JamesKPolk *_1_112",7
"inaug_JamesKPolk *_1_113",7
"inaug_JamesKPolk *_1_114",7
"inaug_JamesKPolk *_1_115",7
"inaug_JamesKPolk *_1_116",7
"inaug_JamesKPolk *_1_117",7
"inaug_JamesKPolk *_1_118",7
"inaug_JamesKPolk *_1_119",7
"inaug_JamesKPolk *_1_120",7
"inaug_JamesKPolk *_1_121",7
"inaug_JamesKPolk *_1_122",7
"inaug_JamesKPolk *_1_123",7
"inaug_JamesKPolk *_1_124",7
"inaug_JamesKPolk *_1_125",7
"inaug_JamesKPolk *_1_126",7
"inaug_JamesKPolk *_1_127",7
"inaug_JamesKPolk *_1_128",7
"inaug_JamesKPolk *_1_129",7
"inaug_JamesKPolk *_1_130",7
"inaug_JamesKPolk *_1_131",7
"inaug_JamesKPolk *_1_132",7
"inaug_JamesKPolk *_1_133",7
"inaug_JamesKPolk *_1_134",7
"inaug_JamesKPolk *_1_135",7
"inaug_JamesKPolk *_1_136",7
"inaug_JamesKPolk *_1_137",7
"inaug_JamesKPolk *_1_138",7
"inaug_JamesKPolk *_1_139",7
"inaug_JamesKPolk *_1_140",7
"inaug_JamesKPolk *_1_141",7
"inaug_JamesKPolk *_1_142",7
"inaug_JamesKPolk *_1_143",7
"inaug_JamesKPolk *_1_144",7
"inaug_JamesKPolk *_1_145",7
"inaug_JamesKPolk *_1_146",7
"inaug_JamesKPolk *_1_147",12
"inaug_JamesKPolk *_1_148",1
"inaug_JamesKPolk *_1_149",1
"inaug_JamesKPolk *_1_150",7
"inaug_JamesKPolk *_1_151",7
"inaug_JamesKPolk *_1_152",7
"inaug_JamesKPolk *_1_153",7
"inaug_JamesKPolk *_1_154",7
"inaug_JamesKPolk *_1_155",7
"inaug_JamesKPolk *_1_156",1
"inaug_JamesKPolk *_1_157",10
"inaug_JamesKPolk *_1_158",10
"inaug_JamesKPolk *_1_159",10
"inaug_JamesKPolk *_1_160",9
"inaug_ZacharyTaylor_1_2",9
"inaug_ZacharyTaylor_1_3",9
"inaug_ZacharyTaylor_1_4",9
"inaug_ZacharyTaylor_1_5",9
"inaug_ZacharyTaylor_1_6",9
"inaug_ZacharyTaylor_1_7",9
"inaug_ZacharyTaylor_1_8",9
"inaug_ZacharyTaylor_1_9",9
"inaug_ZacharyTaylor_1_10",9
"inaug_ZacharyTaylor_1_11",10
"inaug_ZacharyTaylor_1_12",10
"inaug_ZacharyTaylor_1_13",10
"inaug_ZacharyTaylor_1_14",9
"inaug_ZacharyTaylor_1_15",9
"inaug_ZacharyTaylor_1_16",7
"inaug_ZacharyTaylor_1_17",7
"inaug_ZacharyTaylor_1_18",9
"inaug_ZacharyTaylor_1_19",9
"inaug_ZacharyTaylor_1_20",9
"inaug_ZacharyTaylor_1_21",9
"inaug_ZacharyTaylor_1_22",10
"inaug_ZacharyTaylor_1_23",10
"inaug_ZacharyTaylor_1_24",9
"inaug_ZacharyTaylor_1_25",9
"inaug_ZacharyTaylor_1_26",9
"inaug_ZacharyTaylor_1_27",9
"inaug_FranklinPierce_1_2",9
"inaug_FranklinPierce_1_3",9
"inaug_FranklinPierce_1_4",9
"inaug_FranklinPierce_1_5",9
"inaug_FranklinPierce_1_6",13
"inaug_FranklinPierce_1_7",9
"inaug_FranklinPierce_1_8",7
"inaug_FranklinPierce_1_9",7
"inaug_FranklinPierce_1_10",7
"inaug_FranklinPierce_1_11",7
"inaug_FranklinPierce_1_12",9
"inaug_FranklinPierce_1_13",7
"inaug_FranklinPierce_1_14",12
"inaug_FranklinPierce_1_15",9
"inaug_FranklinPierce_1_16",1
"inaug_FranklinPierce_1_17",13
"inaug_FranklinPierce_1_18",13
"inaug_FranklinPierce_1_19",13
"inaug_FranklinPierce_1_20",5
"inaug_FranklinPierce_1_21",13
"inaug_FranklinPierce_1_22",9
"inaug_FranklinPierce_1_23",13
"inaug_FranklinPierce_1_24",13
"inaug_FranklinPierce_1_25",13
"inaug_FranklinPierce_1_26",9
"inaug_FranklinPierce_1_27",9
"inaug_FranklinPierce_1_28",9
"inaug_FranklinPierce_1_29",9
"inaug_FranklinPierce_1_30",9
"inaug_FranklinPierce_1_31",9
"inaug_FranklinPierce_1_32",9
"inaug_FranklinPierce_1_33",7
"inaug_FranklinPierce_1_34",7
"inaug_FranklinPierce_1_35",7
"inaug_FranklinPierce_1_36",9
"inaug_FranklinPierce_1_37",9
"inaug_FranklinPierce_1_38",9
"inaug_FranklinPierce_1_39",9
"inaug_FranklinPierce_1_40",12
"inaug_FranklinPierce_1_41",7
"inaug_FranklinPierce_1_42",9
"inaug_FranklinPierce_1_43",7
"inaug_FranklinPierce_1_44",9
"inaug_FranklinPierce_1_45",9
"inaug_FranklinPierce_1_46",7
"inaug_FranklinPierce_1_47",3
"inaug_FranklinPierce_1_48",7
"inaug_FranklinPierce_1_49",8
"inaug_FranklinPierce_1_50",9
"inaug_FranklinPierce_1_51",9
"inaug_FranklinPierce_1_52",1
"inaug_FranklinPierce_1_53",1
"inaug_FranklinPierce_1_54",10
"inaug_FranklinPierce_1_55",9
"inaug_FranklinPierce_1_56",9
"inaug_FranklinPierce_1_57",8
"inaug_FranklinPierce_1_58",8
